'136','0000000000136','GARBANZO KABULI- SACO 15 Kg PV','GARBANZO KABULI- SACO 15 Kg PV','15.00','286.00','0.00','0.93','0.00','31','1'
'137','0000000000137','Faba verdina asturiana extra- saquete 0.5 Kg','Faba verdina asturiana extra-saquete 0.5 Kg','0.50','0.00','0.00','0.00','0.00','14','0'
'138','0000000000138','Alubias fabada granja I-extra-Bolsa 1 Kg','Bolsa plástico con etiqueta faba granja I- Extra 1Kg','1.00','740.00','0.00','0.00','0.00','12','0'
'139','18436016098004','Agrupación preparado fabada Asturiana (2-3 rac)','caja preparado fabada (2-3 rac)','4.50','17.00','0.00','0.00','0.00','8','0'
'140','0000000000140','Bolsa Frijol Negrito 1 Kg.','Bolsa Frijol Negrito 1 Kg.','1.00','25.00','0.00','0.00','0.00','23','0'
'141','0000000000141','Estuche faba verdina "Tierrina Vaqueira"- 500 gr','Estuche faba verdina "Tierrina Vaqueira"- 500 gr','0.50','0.00','144.00','0.00','0.75','14','0'
'142','28436016090098','Agrupación faba verdina "Tierrina Vaqueira"-500 gr x 24 ud','Caja expositor faba verdina "Tierrina Vaqueira" 24 ud x 500 gr','12.00','6.00','0.00','0.00','0.00','14','0'
'143','0000000000143','Faba Verdina Asturiana Extra-Bolsa 1 Kg','Faba Verdina Asturiana Extra-Bolsa 1 Kg','1.00','65.00','0.00','0.00','3.75','14','0'
'144','0000000000144','Alubias fabada granja I-extra (promoción sin cargo)- 1Kg','Alubias fabada granja I-extra (promoción sin cargo)- 1Kg','1.00','20.00','0.00','0.00','0.00','12','0'
'145','0000000000145','Alubias fabada granja Nacional  1Kg','Alubias fabada granja Nacional (sin envase)','1.00','1.00','0.00','0.00','0.00','12','0'
'146','58436016090143','Agrupación faba granja orbayu 700 gr x 12 Ud','Caja marrón orbayu ( 12x 700) y (18 x 500)','8.40','0.00','0.00','0.00','0.00','12','0'
'147','8436016095006','Alubias Fabada Granja I-Extra ( sin envase)','Alubias Fabada Granja I-Extra ','1.00','0.00','19975.00','0.00','0.00','12','0'
'148','8436016095105','Alubias fabada granja I-Primera A (sin envase)','Alubias fabada granja I-Primera A (Sin envase)','1.00','0.00','2205.00','0.00','0.00','12','0'
'149','8436016095204','Alubias fabada granja I-Primera (sin envase)','Alubias fabada granja I-Primera (sin envase)','1.00','0.00','800.00','0.00','0.00','12','0'
'150','8436016095006','Alubias Fabada Granja I-Segunda (sin envase)','Alubias Fabada Granja I-Segunda (sin envase)','1.00','0.00','2225.00','0.00','0.00','12','0'
'151','8436016095402','Alubias Fabada Granja Nacional-Extra (sin envase)','Alubias Fabada Granja Nacional-Extra (sin envase)','1.00','0.00','0.00','0.00','0.00','12','0'
'152','8436016095501','Alubias Fabada Granja Nacional -Primera A (sin envase)','Alubias Fabada Granja Nacional -Primera A (sin envase)','1.00','0.00','0.00','0.00','0.00','12','0'
'153','0000024050173','Saquete "Orbayu" Alubias Fabada Granja I-Extra-700g (aldi)','Saquete "Orbayu" Alubias Fabada Granja I-Extra-700g (aldi)','0.70','0.00','0.00','0.00','0.00','12','0'
'154','0000000000154','Alubia Cena de cura (sin envase)','Alubia Cena de cura (sin envase)','1.00','0.00','50.00','0.00','0.00','15','0'
'155','0000000000155','Alubia Cena del cura -25Kg','Alubia Cena del cura -25Kg','25.00','2.00','0.00','0.00','0.00','15','1'
'156','48436016095004','ALUBIAS FABADA GRANJA I-EXTRA (25KG)','ALUBIAS FABADA GRANJA I-EXTRA (25KG)blancos','25.00','779.00','0.00','0.00','0.00','12','1'
'157','18436016095003','ALUBIAS FABADA GRANJA I-EXTRA (saco 5KG)','ALUBIAS FABADA GRANJA I-EXTRA (saco 5KG)','5.00','0.00','0.00','0.00','0.00','12','1'
'158','28436016095000','ALUBIAS FABADA GRANJA I-EXTRA (saco 10 KG)','ALUBIAS FABADA GRANJA I-EXTRA (saco 10 KG)','10.00','0.00','0.00','0.00','0.00','12','0'
'159','38436016095007','ALUBIAS FABADA GRANJA I-EXTRA (saco 15 KG)','ALUBIAS FABADA GRANJA I-EXTRA (saco 15 KG)','15.00','30.00','0.00','0.00','0.00','12','1'
'160','18436016095102','ALUBIAS FABADA GRANJA I-PRIMERA A (5 KG)','ALUBIAS FABADA GRANJA I-PRIMERA A (5 KG)','5.00','0.00','0.00','0.00','0.00','12','1'
'161','28436016095109','ALUBIAS FABADA GRANJA I-PRIMERA A (10 KG)','ALUBIAS FABADA GRANJA I-PRIMERA A (10 KG)','10.00','0.00','0.00','0.00','0.00','12','1'
'162','38436016095106','ALUBIAS FABADA GRANJA I-PRIMERA A (15 KG)','ALUBIAS FABADA GRANJA I-PRIMERA A (15 KG)','15.00','127.00','0.00','0.00','0.00','12','1'
'163','48436016095103','ALUBIAS FABADA GRANJA I-PRIMERA A (25 KG)','ALUBIAS FABADA GRANJA I-PRIMERA A (25 KG)','25.00','12.00','0.00','0.00','0.00','12','1'
'164','18436016095201','ALUBIAS FABADA GRANJA I-PRIMERA (5 KG)','ALUBIAS FABADA GRANJA I-PRIMERA (5 KG)','5.00','0.00','0.00','0.00','0.00','12','0'
'165','28436016095208','ALUBIAS FABADA GRANJA I-PRIMERA (10 KG)','ALUBIAS FABADA GRANJA I-PRIMERA (10 KG)','10.00','0.00','0.00','0.00','0.00','12','1'
'166','38436016095205','ALUBIAS FABADA GRANJA I-PRIMERA (15 KG)','ALUBIAS FABADA GRANJA I-PRIMERA (15 KG)','15.00','0.00','0.00','0.00','0.00','12','1'
'167','48436016095202','ALUBIAS FABADA GRANJA I-PRIMERA (25 KG)','ALUBIAS FABADA GRANJA I-PRIMERA (25 KG)','25.00','32.00','0.00','0.00','0.00','12','1'
'168','18436016095300','ALUBIAS FABADA GRANJA I-SEGUNDA (5 KG)','ALUBIAS FABADA GRANJA I-SEGUNDA (5 KG)','5.00','0.00','0.00','0.00','0.00','12','0'
