'1','9','Faba','S'
'2','9','Faba fresca','N'
'3','9','Alubias color','S'
'4','9','Alubias blancas','S'
'5','9','Otras legumbres','S'
'6','0','Otros','S'
'7','0','Especias','S'
'8','0','Preparado','S'
'9','0','Legumbres','S'
'11','1','Asturiana','S'
'12','1','Granja','S'
'13','1','Fresca','S'
'14','1','Verdina','S'
'15','3','Amarilla','S'
'16','3','Canela','S'
'17','3','Caparrón','S'
'18','3','Mandilín','N'
'19','3','Morada','S'
'20','3','Negra','S'
'21','3','Palmeña','S'
'22','3','Pinta','S'
'23','3','Frijol','S'
'24','5','Soja','S'
'25','4','Planchada','S'
'26','4','Plancheta','S'
'27','4','Redonda','S'
'28','4','Riñón','S'
'29','5','Judión','S'
'30','5','Arroz','S'
'31','5','Garbanzo','S'
'32','5','Lenteja','S'
'33','6','Harina','S'
