'1497','BANCO ESPIRITO SANTO DE INVESTIMENTO SA SUCURSAL EN ESPAÑA'
'1498','UNICREDIT BANK AG SUCURSAL EN ESPAÑA'
'1499','CLAAS FINANCIAL SERVICES SAS SUCURSAL EN ESPAÑA'
'1500','NATIXIS LEASE SA SUCURSAL EN ESPAÑA'
'1501','DEUTSCHE PFANDBRIEFBANK AG SUCURSAL EN ESPAÑA'
'1502','IKB DEUTSCHE INDUSTRIEBANK AG SUCURSAL EN ESPAÑA'
'1503','IXIS CORPORATE & INVESTMENT BANK SA SUCURSAL EN ESPAÑA'
'1504','HONDA BANK GMBH SUCURSAL EN ESPAÑA'
'1505','EUROPE ARAB BANK PLC SUCURSAL EN ESPAÑA'
'1506','MERRILL LYNCH INTERNATIONAL BANK LIMITED SUCURSAL EN ESPAÑA'
'1507','ING BANK NV SUCURSAL EN ESPAÑA'
'1508','RCI BANQUE SA SUCURSAL EN ESPAÑA'
'1509','BANCO PRIMUS SA SUCURSAL EN ESPAÑA'
'1510','SAXO BANK A/S SUCURSAL EN ESPAÑA'
'1511','KBC BANK NV SUCURSAL EN ESPAÑA'
'1512','ELAVON FINANCIAL SERVICES LIMITED SUCURSAL EN ESPAÑA'
'1513','CAIXA GERAL DE DEPOSITOS SA SUCURSAL EN ESPAÑA'
