'82','8436016096201','ALUBIA CANELA saco 15 Kg. PV','ALUBIA CANELA saco 15 Kg. PV','15.00','82.00','0.00','0.00','0.00','E120528-35','2013-11-19'
'73','8436016090094','Estuche Faba Asturiana Den. Origen 500 g. "Tierrina Vaqueira"','Estuche Faba Asturiana Den. Origen 500 g. "Tierrina Vaqueira"','0.50','73.00','264.00','0.00','0.00','02153003','2013-12-01'
