'4','ALDI SAN ISIDRO SUPERMERCADOS SL','','B53948204','','','0.00','0.00','A','0.00','0.00'
'2','AHORRAMAS S. A.','','A28600278','','','0.00','0.00','E','0.00','0.00'
'3','ALCAMPO S. A.d','','A28581882','','','0.00','0.00','E','0.00','0.00'
'68','FRANCO MOR SA','','A28615581','','','0.00','0.00','E','0.00','0.00'
